scientificName,decimalLatitude,decimalLongitude,year,minimumDepthInMeters,maximumDepthInMeters,aphiaID,id,depth
Acanthephyra acanthitelsonis,27,-86,multiple decades,0,1000,240809,NA,NA
Acanthephyra acanthitelsonis,27,-86,multiple decades,0,1000,240809,NA,NA
Acanthephyra acanthitelsonis,27,-86,multiple decades,0,1000,240809,NA,NA
Acanthephyra acanthitelsonis,27,-86,multiple decades,0,1000,240809,NA,NA
Acanthephyra acanthitelsonis,-5,9,2004,3147,3147,240809,003b878f-30e6-4973-b653-da45080ff12d,3147
Acanthephyra acanthitelsonis,20.525850296,-22.6475000381,1969,0,1000,240809,0151e028-1091-4442-aec9-bec8b2482d73,500
Acanthephyra acanthitelsonis,-7,10,2003,3996,3996,240809,01a35282-cca8-4e18-aba9-7277269d35a5,3996
Acanthephyra acanthitelsonis,8.96700000763,-53.1669998169,1973,475,0,240809,032dd291-d8f9-4d88-b1fa-fbebcb221fe0,237.5
Acanthephyra acanthitelsonis,17.8275003433,-25.4324998856,1969,910,1020,240809,03314e4d-9ef9-4659-9d64-77046d904d67,965
Acanthephyra acanthitelsonis,27.7368030548,-88.2854156494,NA,1000,4000,240809,04ae5969-b600-46e2-aca7-67dea3f64cd8,2500
Acanthephyra acanthitelsonis,-25.6545,6.1631,2008,926,940,240809,05336977-11bf-4fb6-b290-dd2d6d41ff8b,933
Acanthephyra acanthitelsonis,-4.084,-12.4196666666667,NA,3342,3342,240809,079d0166-c2fe-42ad-9088-578eff6a6cb0,3342
Acanthephyra acanthitelsonis,-26.1839,5.4054,2008,974,997,240809,091431f2-6cdc-4f9d-81a7-191c5be3dcdc,985.5
Acanthephyra acanthitelsonis,27.6920986176,-91.7559509277,NA,1000,4000,240809,0abb0551-fa37-40a7-87eb-ae75b53ebaaa,2500
Acanthephyra acanthitelsonis,17.7558507919,-25.1875,1972,1000,1250,240809,0db21763-b98f-4fa4-9f8c-29b5ee3b1385,1125
Acanthephyra acanthitelsonis,19.0183496475,-25.0699996948,1969,0,1000,240809,0ebbf0fa-7ddd-4c23-9e4e-073493dced9f,500
Acanthephyra acanthitelsonis,-10.1366666667,97.2483333333,NA,200,2400,240809,0ec227e3-190f-4074-9f0f-77be517538b7,1300
Acanthephyra acanthitelsonis,-15.4670000076,3.06699991226,1971,500,500,240809,0ee1fc12-ebc8-4cd6-96e6-234d2fd203b1,500
Acanthephyra acanthitelsonis,-4.15779995918,-12.4050498009,2009,0,1250,240809,0f994514-87df-4bb3-bea7-368d83baf375,625
Acanthephyra acanthitelsonis,22.4503555298,-97.3125076294,NA,1000,4000,240809,0fc15263-9972-491c-ae3d-ed506f67665d,2500
Acanthephyra acanthitelsonis,-21.0333,12.35,1981,607,607,240809,0fe14f2d-2b85-4349-a0a9-048869033217,607
Acanthephyra acanthitelsonis,19.2420463562,-93.5104827881,NA,1000,4000,240809,10bb3544-57ed-4eb1-a587-ab0a86d1a134,2500
Acanthephyra acanthitelsonis,-2.03333333333,8.78333333333,NA,613,613,240809,1216b30a-bd85-4c33-9e0c-8504dc45dd11,613
Acanthephyra acanthitelsonis,23.7812156677,-89.266784668,NA,1000,4000,240809,124c2a86-1433-438c-bd92-b1ae242a386f,2500
Acanthephyra acanthitelsonis,-27.2167,13.95,1982,448,448,240809,12d90bc6-8e78-47f3-b6ac-a81ba57342ae,448
Acanthephyra acanthitelsonis,-5,9,2003,3142,3142,240809,13426995-2a6d-4145-8a29-b196c13d4d3f,3142
Acanthephyra acanthitelsonis,10.8350000381,-19.8916492462,1968,205,300,240809,166dd245-ce6d-475a-a498-7d52fe7ce860,252.5
Acanthephyra acanthitelsonis,26.7991352081,-84.7157211304,NA,1000,4000,240809,1784c2b2-7c34-4851-81e3-370a4b9a1f6c,2500
Acanthephyra acanthitelsonis,26.7211151123,-84.9392242432,NA,1000,4000,240809,19f64040-47c9-4953-8ad0-d29f90a385a5,2500
Acanthephyra acanthitelsonis,17.7849998474,-25.2624998093,1969,610,700,240809,1b2c2dd3-fd18-40df-ba13-2fa76e9f44c6,655
Acanthephyra acanthitelsonis,0.40000000596,-27.533000946,1963,300,300,240809,1cda09b9-cb76-40d3-a710-a9081db5ce29,300
Acanthephyra acanthitelsonis,8.94999980927,-46.483001709,1973,485,0,240809,1e96fb15-54bb-4e18-b46d-f6e5453aba1f,242.5
Acanthephyra acanthitelsonis,25.7038993835,-90.4661331177,NA,1000,4000,240809,1febe5c8-6fd1-4c1b-b215-9ed7021d64bd,2500
Acanthephyra acanthitelsonis,-14.1330003738,5.81699991226,1971,350,360,240809,2051433d-3f85-4bb0-bcd9-be5217ef9df5,355
Acanthephyra acanthitelsonis,-1.33299994469,-27.6170005798,1963,1100,1100,240809,2095a678-e60b-4894-8520-0419e18b85f0,1100
Acanthephyra acanthitelsonis,11.088350296,-19.7716503143,1968,715,800,240809,21570e55-0e85-4918-97f9-73059a237ad6,757.5
Acanthephyra acanthitelsonis,0.438333333333,-6.53333333333,1970,NA,NA,240809,22ee6fa5-0ec1-4589-9285-b3c4c0c5d721,NA
Acanthephyra acanthitelsonis,0.43,7.005,NA,200,2000,240809,238bce69-b480-4c40-a68c-c83a2c00426c,1100
Acanthephyra acanthitelsonis,15.6708498001,-26.5608501434,1972,20,1000,240809,24a286d9-8ce2-46dc-af63-79bc099fa200,510
Acanthephyra acanthitelsonis,7.48299980164,-45.733001709,1966,50,53,240809,28f8b5f0-e377-4723-8eca-fbfb39d74868,51.5
Acanthephyra acanthitelsonis,-23.2226,8.2978,2008,976,986,240809,2c9b64e3-7df3-4db8-b2cb-585d11018285,981
Acanthephyra acanthitelsonis,-25.4833,6.1167,1982,900,915,240809,2cfdd832-586b-45cb-90ee-aa49b1c07155,907.5
Acanthephyra acanthitelsonis,8,-49,1980,4434,4434,240809,2e04f97b-180d-4363-9cc9-2b4a7dc897ee,4434
Acanthephyra acanthitelsonis,23.9390182495,-93.101600647,NA,1000,4000,240809,31352e63-9184-425e-9425-338771e6c070,2500
Acanthephyra acanthitelsonis,16.8275003433,-27.0450000763,1969,0,1000,240809,313bdd0a-feb0-41af-8b11-21270973ec5b,500
Acanthephyra acanthitelsonis,-17.2670001984,-0.800000011921,1971,240,250,240809,338f1314-baf9-42a3-8f41-a2ab869e24d9,245
Acanthephyra acanthitelsonis,10.875,-19.8641490936,1968,320,415,240809,3623d312-53bd-45e9-8b29-b8702fc3ba59,367.5
Acanthephyra acanthitelsonis,-24.8674,6.4052,2008,977,998,240809,3705f002-a6b2-4397-877a-3accdad2000b,987.5
Acanthephyra acanthitelsonis,9.21700000763,-59.0999984741,1973,500,0,240809,3738960b-1ff4-480b-94fa-5aeeebe56d23,250
Acanthephyra acanthitelsonis,8.96666666667,-16.465,NA,0,1300,240809,38553863-306a-4342-9ad7-d08a602e687b,650
Acanthephyra acanthitelsonis,10.7508001328,-19.9166498184,1968,1300,1680,240809,391ba256-7890-4bcc-8958-58c1328605ec,1490
Acanthephyra acanthitelsonis,9.03299999237,-43.9169998169,1973,470,0,240809,3920d4fb-bdcd-4961-acc1-351544ef17c2,235
Acanthephyra acanthitelsonis,-20.7961673736572,11.9736671447754,2005,850,850,240809,3b3ef816-0bd1-4e58-bfb1-58bb9848a6a0,850
Acanthephyra acanthitelsonis,11.0329999924,-41.5830001831,1973,495,0,240809,3b7dafe4-5f18-4602-9b91-53164e0ee732,247.5
Acanthephyra acanthitelsonis,26.5117797852,-94.6644821167,NA,1000,4000,240809,3df83934-0fa5-41e0-a85c-ad7c794651f7,2500
Acanthephyra acanthitelsonis,24.3705348969,-89.6351013184,NA,1000,4000,240809,3e3d04be-80a8-4519-aa9d-943a3097a36e,2500
Acanthephyra acanthitelsonis,9.61699962616,-40.6170005798,1973,480,0,240809,41ff373e-8389-46a5-9114-da1e261f22f3,240
Acanthephyra acanthitelsonis,-23.1549,8.241,2009,1044,1091,240809,47977c3e-c9fa-479f-800c-3699a630c472,1067.5
Acanthephyra acanthitelsonis,-26.1847,6.008,2009,1038,1038,240809,484d816d-437c-4c1f-b220-f7e151cce068,1038
Acanthephyra acanthitelsonis,-7,11,2000,1352,1352,240809,48ca0b25-7390-4651-a46c-6a21e998e344,1352
Acanthephyra acanthitelsonis,11.9682998657,-24.7249994278,1972,0,1000,240809,49df9084-a9cb-4400-99e8-a646bada1182,500
Acanthephyra acanthitelsonis,11.0841999054,-19.5116996765,1968,320,410,240809,4a0ef84a-99fa-4b5e-b332-bd68e186ac51,365
Acanthephyra acanthitelsonis,11.3330001831,-64.6669998169,1973,400,400,240809,4b1c09f2-88dd-4991-a360-256b95e5fd53,400
Acanthephyra acanthitelsonis,11.0116500854,-19.842499733,1968,810,890,240809,4b970f91-2d91-4616-9a40-c9c287e0d081,850
Acanthephyra acanthitelsonis,25.6826934814,-89.6111221313,NA,1000,4000,240809,4bc698a5-01cd-4670-960d-87e433d63f21,2500
Acanthephyra acanthitelsonis,10.7908501625,-19.8341503143,1968,730,795,240809,4cf65287-4ce4-4878-995b-5f5082a59e5d,762.5
Acanthephyra acanthitelsonis,9.13300037384,-49.466999054,1973,580,0,240809,4ec35112-1ed8-4a8b-a229-7fe04d3f0ef0,290
Acanthephyra acanthitelsonis,26.9163532257,-91.2528991699,NA,1000,4000,240809,4f3009ae-472e-409d-9ae3-1b7b922c8536,2500
Acanthephyra acanthitelsonis,9.05000019073,-40.6829986572,1973,495,0,240809,56609036-6724-4644-b14b-0d439e80a444,247.5
Acanthephyra acanthitelsonis,25.9080505371,-87.3768386841,NA,1000,4000,240809,56e1afa2-bbbc-4bc0-a7aa-d4359b6106f5,2500
Acanthephyra acanthitelsonis,-4.27550005913,-12.3560500145,2009,2976,3190,240809,577bb5e4-f1f2-48cc-9862-9b161d313535,3083
Acanthephyra acanthitelsonis,9.75,-40.6829986572,1973,485,0,240809,5c06d581-d710-4b2a-ad03-0fe824ea98be,242.5
Acanthephyra acanthitelsonis,18.150850296,-25.1933498383,1972,1015,1250,240809,5e406af4-38c9-41ab-9478-b8e75c3d5439,1132.5
Acanthephyra acanthitelsonis,-26.0765,5.5434,2008,960,977,240809,5ec271b7-720c-471c-a1c5-780de47a2569,968.5
Acanthephyra acanthitelsonis,0.0500000007451,-27.5170001984,1963,565,675,240809,629e9c62-6b4c-4222-acc4-c29bb9be019b,620
Acanthephyra acanthitelsonis,13.8350000381,-25.9025001526,1972,30,1000,240809,64640ee9-23cf-408b-a273-a8b836bc1c60,515
Acanthephyra acanthitelsonis,-25.4988,6.1377,2008,863,871,240809,666554bd-99b4-4401-9eb7-1f32f66eb479,867
Acanthephyra acanthitelsonis,11.5,-65.3170013428,1973,1500,1500,240809,679c1d35-a40a-4179-baf5-b2bc5f8d314c,1500
Acanthephyra acanthitelsonis,26.9641723633,-96.0822906494,NA,1000,4000,240809,69b408b1-a2fe-4ffd-a51a-e7d436518998,2500
Acanthephyra acanthitelsonis,-1.73300004005,-27.7329998016,1963,1000,3500,240809,6f145b74-f123-43e8-bce9-64f728a078a3,2250
Acanthephyra acanthitelsonis,9.10000038147,-49.3499984741,1973,505,0,240809,6f88e0d0-e9d3-4ecb-94bd-92d0c0a61204,252.5
Acanthephyra acanthitelsonis,22.7736930847,-96.3978271484,NA,1000,4000,240809,7195152a-3fee-4dfa-9413-32f9178d21ee,2500
Acanthephyra acanthitelsonis,26.2000007629,-87.9000015259,1966,2150,NA,240809,739b4968-445b-4b4a-8a43-78a30950afea,2150
Acanthephyra acanthitelsonis,27.4810390472,-89.7862472534,2000,1355,1362,240809,73efa173-1c7d-4478-a609-e6573c35884f,1358.5
Acanthephyra acanthitelsonis,10.9216499329,-20.0025005341,1968,400,500,240809,74549b8e-893f-4294-af2f-f5b297949c4e,450
Acanthephyra acanthitelsonis,23.6420974731,-89.180305481,NA,1000,4000,240809,75448d11-2a6f-4ab0-afca-8d6a011cf322,2500
Acanthephyra acanthitelsonis,10.9600000381,-19.7974996567,1968,810,900,240809,79b77105-796e-4fb3-8ace-77c2106c80c5,855
Acanthephyra acanthitelsonis,-25.5128,6.0629,2009,873,875,240809,7aa7061c-aabd-474e-b45d-809516d45847,874
Acanthephyra acanthitelsonis,-24.5436,6.2495,2010,1870,1881,240809,7acaa9c6-95e4-4828-8e02-05b22ddea279,1875.5
Acanthephyra acanthitelsonis,10.9829998016,-42.1500015259,1973,490,0,240809,7dae899f-ed38-47c0-9bf7-982d1da64ad9,245
Acanthephyra acanthitelsonis,8.96700000763,-57.6669998169,1973,505,0,240809,7fba0886-272e-4e60-a60c-d3e11dbe28c2,252.5
Acanthephyra acanthitelsonis,-25.95,5.75,1984,966,981,240809,805429dd-f93f-492d-8d62-dbaaf94c0b6d,973.5
Acanthephyra acanthitelsonis,-25.6824,6.013,2009,1089,1094,240809,816c87c9-1e35-4c49-abcb-6bfd4f9fa407,1091.5
Acanthephyra acanthitelsonis,18.120850563,-25.2150001526,1969,0,1000,240809,84615299-be81-4a95-a1bc-58e39a2ae876,500
Acanthephyra acanthitelsonis,-2,-24.9500007629,1963,295,295,240809,89e97ffa-a095-4ea1-bdc8-83dacace19e4,295
Acanthephyra acanthitelsonis,-25.5627,6.0505,2009,888,888,240809,8c0c323b-33c2-4b19-8759-02a37d0d425e,888
Acanthephyra acanthitelsonis,23.8569126129,-90.7375106812,NA,1000,4000,240809,8c7575c7-7cc1-4f78-801f-002366fa8b9e,2500
Acanthephyra acanthitelsonis,14.7170000076,-25.4500007629,1970,660,720,240809,8f726433-4658-426e-ae76-f48cdd3eb062,690
Acanthephyra acanthitelsonis,-25.7485,6.1416,2008,965,980,240809,92a54ae9-97d8-4f05-89c2-731b577c4c9c,972.5
Acanthephyra acanthitelsonis,-4.75485014915,-12.2720503807,2009,0,1800,240809,9301789e-2ac8-4878-b871-afd85054b681,900
Acanthephyra acanthitelsonis,-25.554,6.1426,2008,868,868,240809,963ca5ed-a112-4040-a52b-3e845ab45878,868
Acanthephyra acanthitelsonis,-20.0167,11.65,1981,615,626,240809,981fce0e-ab8f-4803-a2ca-8cc7424657d8,620.5
Acanthephyra acanthitelsonis,10.9258499146,-19.9107999802,1968,600,695,240809,99830837-3ec1-4217-b0d4-df17518d396b,647.5
Acanthephyra acanthitelsonis,9.03299999237,-40.783000946,1973,505,0,240809,99f1b7fb-86ba-429d-9a06-f0e0b356e9b1,252.5
Acanthephyra acanthitelsonis,-22.9667,12.8667,1982,420,440,240809,9a0610be-f87b-4d7e-aacf-e83bd23ad6c9,430
Acanthephyra acanthitelsonis,9.03299999237,-43.7999992371,1973,495,0,240809,9d090430-1361-45a7-b184-9fa3be6a1b80,247.5
Acanthephyra acanthitelsonis,14.8049998283,-26.454199791,1972,10,1000,240809,a0467db6-14d8-4fc1-bad4-2965843d2ab2,505
Acanthephyra acanthitelsonis,10.7682995796,-19.9366998672,1968,1000,1250,240809,a5427db8-d8b1-4f51-86aa-a68124975995,1125
Acanthephyra acanthitelsonis,10.9741501808,-19.9858503342,1968,610,680,240809,a54a98de-1edb-4473-a5e8-5b615520a402,645
Acanthephyra acanthitelsonis,-5,9,2004,3147,3147,240809,a5c8e0ed-27e3-41a8-a9f1-b8f98d8bd93d,3147
Acanthephyra acanthitelsonis,17.6883497238,-25.1741495132,1969,505,600,240809,a63d81c4-23ea-416b-a01d-f8d113f63da9,552.5
Acanthephyra acanthitelsonis,-22.4667,12.7,1950,750,1000,240809,a762eb84-ca70-457b-9c25-efff2493336c,875
Acanthephyra acanthitelsonis,-23.4333,12.9667,1988,688,694,240809,a7e90b8c-f597-4474-8497-b714ef19ff30,691
Acanthephyra acanthitelsonis,-30.2588996887,30.9596996307,NA,804.672,804.672,240809,a8ccaa77-ebef-4bd0-a901-556b07114c67,804.672
Acanthephyra acanthitelsonis,-4.75485014915,-12.2720503807,2009,0,1800,240809,a9538fac-a329-4f47-b572-5c940d39e2c1,900
Acanthephyra acanthitelsonis,17.7375001907,-25.3516998291,1969,410,500,240809,aab217fc-95aa-46bd-8c99-f266a76e1317,455
Acanthephyra acanthitelsonis,24.7911586761,-89.134727478,NA,1000,4000,240809,ac06a87b-4ca4-46cf-b987-9b558c2543e2,2500
Acanthephyra acanthitelsonis,29.4725894928,-87.1689300537,NA,1000,4000,240809,ad5f0b49-401e-4ccc-be0e-61d0544c84b0,2500
Acanthephyra acanthitelsonis,-23.1884,8.2332,2008,1019,1028,240809,af30dc88-a7bd-49a1-b39a-bce9f6ed9e24,1023.5
Acanthephyra acanthitelsonis,10.9670000076,-40.483001709,1973,460,0,240809,b0f6fb55-94e2-4960-9a4d-e6736b82aa6e,230
Acanthephyra acanthitelsonis,-26.1794,6.1245,2008,1091,1098,240809,b202e570-596d-4a10-9bba-62f942744a11,1094.5
Acanthephyra acanthitelsonis,-5,9,2003,3166,3166,240809,b6445c42-badc-4214-920c-ef7ae850aebf,3166
Acanthephyra acanthitelsonis,1.60000002384,-25.0669994354,1963,280,280,240809,b79be32c-ddf4-40dd-93ff-e27088631a7f,280
Acanthephyra acanthitelsonis,27.2805309296,-95.7348937988,2000,920,915,240809,b83a8687-9160-45b8-9ad5-ee19035b671c,917.5
Acanthephyra acanthitelsonis,9.05000019073,-49.266998291,1973,490,0,240809,b9cd9929-178b-40a7-97ea-cc8075078af3,245
Acanthephyra acanthitelsonis,11.75,-65.5500030518,1973,1000,1000,240809,bb5c517f-db34-4bfd-915a-eae378144cf6,1000
Acanthephyra acanthitelsonis,23.0369167328,-82.928817749,NA,1000,4000,240809,bbbcbe7f-0b01-4e3e-ad9d-70dcf53984c1,2500
Acanthephyra acanthitelsonis,-23.2019,8.3504,2008,1150,1159,240809,c0942902-9c5c-4e0c-9aeb-943051b281b4,1154.5
Acanthephyra acanthitelsonis,1.20000004768,-44.6500015259,1966,370,410,240809,c3d66dbe-3c60-4bfa-ae48-2e4bf9ee3689,390
Acanthephyra acanthitelsonis,16.4500007629,-22.283000946,1970,705,765,240809,c5161174-567a-4997-aeaa-8ef42f8ea045,735
Acanthephyra acanthitelsonis,-12.7829999924,8.36699962616,1971,120,125,240809,c5a39300-59cb-4a2c-a7a8-dac6019e816e,122.5
Acanthephyra acanthitelsonis,-5,8,2003,3956,3956,240809,c6b03f38-5a21-4c88-b5f5-cffe121a024b,3956
Acanthephyra acanthitelsonis,17.8924999237,-25.3791503906,1969,700,785,240809,c6c9172d-d492-4d98-9745-420868b58f64,742.5
Acanthephyra acanthitelsonis,17.6516504288,-27.0833501816,1969,0,1000,240809,c6cee6c7-8852-4f64-b885-7a53a8f71f78,500
Acanthephyra acanthitelsonis,9.60000038147,-40.6170005798,1966,250,280,240809,c8e005c7-4cbd-4913-9c19-21203669c006,265
Acanthephyra acanthitelsonis,11,-40.1669998169,1973,500,0,240809,cd9a51af-9a74-4494-8ce8-26715710e7aa,250
Acanthephyra acanthitelsonis,24.06275177,-86.5610198975,NA,1000,4000,240809,d07ecc73-baef-4640-85d3-ef55b92bcb91,2500
Acanthephyra acanthitelsonis,8.98299980164,-53.0830001831,1973,480,0,240809,d08a919e-7c49-416f-8738-3ca7cd000c70,240
Acanthephyra acanthitelsonis,10.9116501808,-19.8541507721,1968,505,600,240809,d1c7b296-448a-47fb-96f3-84e059ba97a6,552.5
Acanthephyra acanthitelsonis,-2.632999897,-28.783000946,1963,1100,1100,240809,d348470b-c455-443f-a00d-28a4fb061a21,1100
Acanthephyra acanthitelsonis,-25.4466,6.1255,2009,880,883,240809,d57db523-4239-4d8d-8a52-aa69f397d56f,881.5
Acanthephyra acanthitelsonis,-12.8500003815,8.25,1971,390,400,240809,d6526fe5-e324-40c3-ad9e-7872a9083644,395
Acanthephyra acanthitelsonis,10.8192000389,-19.9416503906,1968,900,1040,240809,dab37854-b22c-45b5-b8ed-9aad96162b84,970
Acanthephyra acanthitelsonis,16.2329998016,-20.7329998016,1970,600,650,240809,dc749942-3f73-4c61-b552-e29777c2f185,625
Acanthephyra acanthitelsonis,17.8350000381,-25.3675003052,1969,800,890,240809,dd704520-b004-4a6f-b129-c84ae12d42a8,845
Acanthephyra acanthitelsonis,-23.0833,12.6833,1984,1193,1193,240809,e14f79eb-b869-4bd1-9d07-ff532f78d6e7,1193
Acanthephyra acanthitelsonis,-15.9829998016,2.03299999237,1971,280,290,240809,e38a7718-8247-4905-81d9-84b3a8ed9d76,285
Acanthephyra acanthitelsonis,25.3928375244,-91.13331604,NA,1000,4000,240809,e833c313-0645-47c8-9029-0f4fd822bb9c,2500
Acanthephyra acanthitelsonis,-5,11.3666666667,NA,704,704,240809,ea2462a1-de54-4686-89d4-cbc78bf276e9,704
Acanthephyra acanthitelsonis,13.3283500671,-25.5758008957,1972,10,1000,240809,ed5b70d6-05d1-4dc5-aec0-bcc758c668ab,505
Acanthephyra acanthitelsonis,-28.8667,14.1833,1984,915,915,240809,f0171e14-2f51-4c0d-9702-dd5425b48401,915
Acanthephyra acanthitelsonis,16.6949996948,-26.6308498383,1972,10,1000,240809,f05c5fe0-1ea7-4bae-b36c-a82e5416eeda,505
Acanthephyra acanthitelsonis,-24.6904,6.4112,2008,902,910,240809,f06ea517-6b26-4b08-a42c-ab7efb75cd51,906
Acanthephyra acanthitelsonis,11.1424999237,-19.829199791,1968,910,985,240809,f13591b1-6961-420c-9c54-45fbbf85cb9e,947.5
Acanthephyra acanthitelsonis,9.05000019073,-51.0830001831,1973,510,0,240809,f15c30fe-3852-4217-9a85-f133cd89c5b0,255
Acanthephyra acanthitelsonis,-23.0333,12.75,1984,1007,1007,240809,f269bb4c-513f-4ef8-ad2b-45b9d2835d37,1007
Acanthephyra acanthitelsonis,18.6450004578,-24.2816495895,1972,0,1000,240809,f454d9c3-cde7-4c65-939d-353cfd35b53e,500
Acanthephyra acanthitelsonis,11.6169996262,-65.5329971313,1973,1200,1200,240809,f4a51004-48be-48d0-bc86-0e19dd32878e,1200
Acanthephyra acanthitelsonis,-24.6256,6.528,2008,1041,1084,240809,f54d1115-f0cd-412e-998d-9a9934bab1a0,1062.5
Acanthephyra acanthitelsonis,-24.804,6.4154,2008,889,890,240809,f5db7328-27a4-4348-9f19-5530bd78a0e1,889.5
Acanthephyra acanthitelsonis,-4.15779995918,-12.4050498009,2009,0,1250,240809,f6c5544c-87ba-44e7-a685-8d12fac64346,625
Acanthephyra acanthitelsonis,-5,9,2004,3230,3230,240809,f8e18f5c-ab88-4db9-b715-67fb7f3a1fed,3230
Acanthephyra acanthitelsonis,10.6167001724,-19.8225002289,1968,1060,1300,240809,f9bc2d04-11fb-470e-bba8-83c3de96b8bd,1180
Acanthephyra acanthitelsonis,-18.5384998321533,11.2165002822876,2005,1190,1190,240809,fc4d273e-8298-494c-8410-ed6267a4636b,1190
Acanthephyra acanthitelsonis,-5,11.3666666667,NA,704,704,240809,fcb3e0ce-578b-4e63-b0cc-a2c2e96ef30a,704
Acanthephyra acanthitelsonis,20.430393219,-92.7973098755,NA,1000,4000,240809,fe920eb0-2d76-4bee-ae7b-ff358d08f7bb,2500
Acanthephyra acanthitelsonis,8.9329996109,-46.5999984741,1973,475,0,240809,ff651797-8ebf-4fb2-90dd-0a53346c53e1,237.5
